XRD pattern of samples. (a) Coke, (b) Kashi charcoal, (c) Nara charcoal (id : 2089),Intensity (CPS) (id : 11560)
1kmol・m-3NaCl を含む50℃の水溶液中におけるSUS304ステンレス鋼のCDC地図 (id : 730),電位 [V vs. NHE] (id : 8268)
SiO2 (id : 7012),Na_2O-SiO_2-P_2O_5系にP_2O_5の活性 [1573K] (id : 358)
Pb二元系状態図 (id : 1287),温度 (id : 6595)
応力拡大係数範囲 (id : 13452),NaCl水溶液中におけるSUS304ステンレス鋼のき裂進展速度とΔKの関係(R=0.1) (id : 2998)
応力拡大係数範囲 (id : 13452),陰極防食電位下の3.5%NaCl水溶液中におけるHY130鋼の疲労き裂進展曲線 (id : 3062)
応力拡大係数範囲 (id : 13452),自然海水,3.5%NaCl水溶液,人工海水中における腐食疲労き裂進展速度の相違 (id : 3018)
Sn (id : 14417),Pb-Sn diagram (id : 3446)
Sn (id : 14417),Phase diagram for the Pb-Sn system, the lever rule for finding the weight factions (id : 3443)
Sn (id : 14417),Pb-Sn phase diagram (id : 3442)
Sn (id : 14417),Partial phase diagram for the Pb-Sn system, (id : 3438)
Sn (id : 14417),The Pb-Sn phase diagram: solidification of a dilute alloy A. (id : 3465)
Sn (id : 14417),The completed phase diagram for the Pb-Sn system, (id : 3439)
Sn (id : 14417),The Pb-Sn phase diagram: solidification of a dilute alloy A and an off-eutectic alloy c. (id : 3466)
Sn (id : 14417),Phase diagram for the binary Pb-Sn system (id : 3323)
Sn (id : 14417),Phase diagram for the Pb-Sn system, illustrating constitution points in single and two-phase fields, (id : 3441)
破壊繰返し数 N (id : 8274),軟鋼（S 15 C）の1%NaCl 中における腐食疲労のS-N 曲線 (id : 732)
Pb二元系状態図 (id : 1288),温度 (id : 6595)
Pb-Sn phase diagram (id : 3442),Temperature (id : 13534)
2θ (degree) (id : 11000),XRD pattern of samples. (a) Coke, (b) Kashi charcoal, (c) Nara charcoal (id : 2089)
mass% (id : 8812),Pb二元系状態図 (id : 1281)
mass% (id : 8812),Pb二元系状態図 (id : 1286)
mass% (id : 8812),Pb二元系状態図 (id : 1270)
mass% (id : 8812),Pb二元系状態図 (id : 1277)
mass% (id : 8812),Pb二元系状態図 (id : 1272)
mass% (id : 8812),Pb二元系状態図 (id : 1273)
mass% (id : 8812),Pb二元系状態図 (id : 1274)
mass% (id : 8812),Pb二元系状態図 (id : 1290)
mass% (id : 8812),Pb二元系状態図 (id : 1275)
mass% (id : 8812),Pb二元系状態図 (id : 1289)
mass% (id : 8812),Pb二元系状態図 (id : 1291)
mass% (id : 8812),Pb二元系状態図 (id : 1278)
mass% (id : 8812),Pb二元系状態図 (id : 1276)
mass% (id : 8812),Pb二元系状態図 (id : 1284)
mass% (id : 8812),Pb二元系状態図 (id : 1268)
mass% (id : 8812),Pb二元系状態図 (id : 1282)
mass% (id : 8812),Pb二元系状態図 (id : 1269)
mass% (id : 8812),Pb二元系状態図 (id : 1285)
mass% (id : 8812),Pb二元系状態図 (id : 1283)
mass% (id : 8812),Pb二元系状態図 (id : 1288)
mass% (id : 8812),Pb二元系状態図 (id : 1271)
mass% (id : 8812),Pb二元系状態図 (id : 1279)
mass% (id : 8812),Pb二元系状態図 (id : 1267)
mass% (id : 8812),Pb二元系状態図 (id : 1266)
mass% (id : 8812),Pb二元系状態図 (id : 1280)
mass% (id : 8812),Pb二元系状態図 (id : 1287)
温度 (id : 6344),Naの電気抵抗の温度変化 (id : 1752)
pH (id : 13707),HCl-NaCl-NaOH水溶液(大気開放)のpHと疲労寿命との関係 (id : 3025)
PbO-SiO_2系のSiO_2とPbOの活量およびZnO-SiO_2系のSiO_2とZnOの活量 (id : 334),αi (id : 6639)
Pb-H2O系 (id : 705),E [V] (id : 8217)
種々の濃度のNaCl水溶液中におけるSUS410J1のS-N曲線 (id : 3017),回転曲げ応力 (id : 13687)
3%および3.5%NaCl水溶液中のフエライト系鋼のき裂進展曲線と繰返し速度との関係 (id : 3053),き裂進展速度 (id : 13460)
軟鋼（S 15 C）の1%NaCl 中における腐食疲労のS-N 曲線 (id : 732),応力振幅σ0 [MPa] (id : 8276)
自然海水,3.5%NaCl水溶液,人工海水中における腐食疲労き裂進展速度の相違 (id : 3018),き裂進展速度 (id : 13460)
Ag-Pb系溶融合金の密度 (id : 108),密度 (id : 6513)
Na_2O-SiO_2-Fe_2O_3系の等粘度曲線 (1400℃) (id : 159),SiO_2 (id : 6561)
Na_2O-SiO_2-Fe_2O_3系の等粘度曲線 (1400℃) (id : 159),Na_2O (id : 6573)
Pb二元系状態図 (id : 1282),温度 (id : 6595)
Pb二元系状態図 (id : 1269),温度 (id : 6595)
Pb二元系状態図 (id : 1285),温度 (id : 6595)
Al-Mg合金単結晶における降伏応力の温度依存性(H.Asada,R.Horiuchi,H.Yoshinaga and S.Nakamoto:Trans.JIM,8(1967),159) (id : 2832),臨界分解せん断応力 (id : 12621)
Pb二元系状態図 (id : 1271),温度 (id : 6595)
Names and application: composites, glasses, ceramics, and natural materials (id : 3482),Applications (id : 13547)
Names and application: composites, glasses, ceramics, and natural materials (id : 3482),Materials (id : 13548)
Na-X系 (id : 191),α Na, α X (id : 6630)
Pb二元系状態図 (id : 1273),温度 (id : 6595)
Pb（Mg~1/3~Nb~2/3~）O~3~（PMN）の各周波数における誘電率とtanδの温度特性 (id : 789),ε' (id : 8474)
Pb (id : 11092),Bi-Pb合金の粘性と状態図の関係 (id : 1988)
Pb二元系状態図 (id : 1270),温度 (id : 6595)
腐食疲労寿命に及ぼす重畳小波の影響(高力鋼,1%NaCl中,max=590MPa) (id : 3056),重畳波振幅 (id : 13778)
The Pb-Sn phase diagram: solidification of a dilute alloy A and an off-eutectic alloy c. (id : 3466),Temperature (id : 13534)
Pb二元系状態図 (id : 1277),温度 (id : 6595)
NaCl型の侵入型化合物 (id : 3401),炭化物 (id : 14724)
NaCl型の侵入型化合物 (id : 3401),水素化合物 (id : 14726)
NaCl型の侵入型化合物 (id : 3401),窒化物 (id : 14727)
試験温度 (id : 13439),Al-Mg合金単結晶における降伏応力の温度依存性(H.Asada,R.Horiuchi,H.Yoshinaga and S.Nakamoto:Trans.JIM,8(1967),159) (id : 2832)
Na_2O-SiO_2-NiO系の等粘度曲線 (1400℃) (id : 160),SiO_2 (id : 6561)
Na_2O-SiO_2-NiO系の等粘度曲線 (1400℃) (id : 160),Na_2O (id : 6573)
pH (id : 8216),1kmol・m-3NaCl を含む50℃の水溶液中におけるSUS304ステンレス鋼のCDC地図 (id : 730)
pH (id : 8216),Pb-H2O系 (id : 705)
Pb二元系状態図 (id : 1278),温度 (id : 6595)
Pb-Sb合金の状態図と流動長の関係 (id : 1993),温度 (id : 6595)
Pb-Sb合金の状態図と流動長の関係 (id : 1993),流動長 (id : 11098)
The completed phase diagram for the Pb-Sn system, (id : 3439),Temperature (id : 13534)
Names and application: metals and alloys (id : 3480),Applications (id : 13547)
Names and application: metals and alloys (id : 3480),Materials (id : 13548)
Pb二元系状態図 (id : 1276),温度 (id : 6595)
4%Alのダイカスト合金の長さ変化に及ぼすPb量の影響 (id : 2245),長さ変化/ (id : 12004)
Pb二元系状態図 (id : 1279),温度 (id : 6595)
Pb二元系状態図 (id : 1267),温度 (id : 6595)
破損時間 (id : 13777),腐食疲労寿命に及ぼす重畳小波の影響(高力鋼,1%NaCl中,max=590MPa) (id : 3056)
Phase diagram for the Pb-Sn system, illustrating constitution points in single and two-phase fields, (id : 3441),Temperature (id : 13534)
NiO (id : 6575),Na_2O-SiO_2-NiO系の等粘度曲線 (1400℃) (id : 160)
Pb二元系状態図 (id : 1286),温度 (id : 6595)
温度 (id : 6255),Pb（Mg~1/3~Nb~2/3~）O~3~（PMN）の各周波数における誘電率とtanδの温度特性 (id : 789)
Sn (id : 10672),Pbの300℃における粒界移動速度 (id : 1850)
NaCl水溶液中におけるSUS304ステンレス鋼のき裂進展速度とΔKの関係(R=0.1) (id : 2998),き裂進展速度 (id : 13460)
Pbの300℃における粒界移動速度 (id : 1850),粒界移動速度 (id : 10666)
Pb-Sn diagram (id : 3446),Temperature (id : 13534)
Pb-Sn共晶合金の過冷却度ΔTと固相成長速度Vとの関係 (id : 3412),過冷却度 (id : 14780)
Pb二元系状態図 (id : 1266),温度 (id : 6595)
Phase diagram for the binary Pb-Sn system (id : 3323),Temperature (id : 13534)
at% (id : 7379),Pb二元系状態図 (id : 1281)
at% (id : 7379),Pb二元系状態図 (id : 1286)
at% (id : 7379),Pb二元系状態図 (id : 1270)
at% (id : 7379),Pb二元系状態図 (id : 1277)
at% (id : 7379),Pb二元系状態図 (id : 1272)
at% (id : 7379),Pb二元系状態図 (id : 1273)
at% (id : 7379),Pb二元系状態図 (id : 1274)
at% (id : 7379),Pb二元系状態図 (id : 1290)
at% (id : 7379),Pb二元系状態図 (id : 1275)
at% (id : 7379),Pb二元系状態図 (id : 1289)
at% (id : 7379),Pb二元系状態図 (id : 1291)
at% (id : 7379),Pb二元系状態図 (id : 1278)
at% (id : 7379),Pb二元系状態図 (id : 1276)
at% (id : 7379),Pb二元系状態図 (id : 1284)
at% (id : 7379),Pb二元系状態図 (id : 1268)
at% (id : 7379),Pb二元系状態図 (id : 1282)
at% (id : 7379),Pb二元系状態図 (id : 1269)
at% (id : 7379),Pb二元系状態図 (id : 1285)
at% (id : 7379),Pb二元系状態図 (id : 1283)
at% (id : 7379),Pb二元系状態図 (id : 1288)
at% (id : 7379),Pb二元系状態図 (id : 1271)
at% (id : 7379),Pb二元系状態図 (id : 1279)
at% (id : 7379),Pb二元系状態図 (id : 1267)
at% (id : 7379),Pb二元系状態図 (id : 1266)
at% (id : 7379),Pb二元系状態図 (id : 1280)
at% (id : 7379),Pb二元系状態図 (id : 1287)
Cu_2S-PbS, FeS-PbS系の活量 (1200℃) (id : 364),α (id : 7021)
陰極防食電位下の3.5%NaCl水溶液中におけるHY130鋼の疲労き裂進展曲線 (id : 3062),き裂進展速度 (id : 13666)
Na_2O-SiO_2-P_2O_5系にP_2O_5の活性 [1573K] (id : 358),Na_2O (id : 7011)
Na_2O-SiO_2-P_2O_5系にP_2O_5の活性 [1573K] (id : 358),Na_2O・P_2O_5 (id : 7013)
Pb二元系状態図 (id : 1272),温度 (id : 6595)
NX (id : 6620),Na-X系 (id : 191)
NX (id : 6620),Pb-X系 (id : 193)
Na_2O-SiO_2-Al_2O_3系の等粘度曲線 (1500℃) (id : 157),SiO_2 (id : 6561)
Na_2O-SiO_2-Al_2O_3系の等粘度曲線 (1500℃) (id : 157),Na_2O (id : 6573)
Pb-X系 (id : 193),α Pb, α X (id : 6632)
Pb二元系状態図 (id : 1283),温度 (id : 6595)
SiO_2 (id : 6567),PbO-SiO_2系のSiO_2とPbOの活量およびZnO-SiO_2系のSiO_2とZnOの活量 (id : 334)
Fe_2O_3  (id : 6574),Na_2O-SiO_2-Fe_2O_3系の等粘度曲線 (1400℃) (id : 159)
Pb二元系状態図 (id : 1289),温度 (id : 6595)
Pb二元系状態図 (id : 1280),温度 (id : 6595)
Al_2O_3 (id : 6572),Na_2O-SiO_2-Al_2O_3系の等粘度曲線 (1500℃) (id : 157)
時間 (id : 7395),4%Alのダイカスト合金の長さ変化に及ぼすPb量の影響 (id : 2245)
